orig.ident,nCount_RNA,nFeature_RNA
control,831,433
control,1792,825
control,467,249
control,1448,566
control,3305,1009
control,2172,682
control,2512,845
control,1738,588
control,3781,1228
control,1971,628
control,367,210
control,1084,479
control,1236,492
control,1156,502
control,3093,1037
control,820,476
control,1043,503
control,1053,483
control,1638,529
control,846,420
control,1258,520
control,834,418
control,1294,466
control,885,461
control,1892,669
control,2486,829
control,860,372
control,2656,852
control,969,488
control,2715,679
control,1660,632
control,425,248
control,802,432
control,1119,465
control,1723,658
control,1711,716
control,986,377
control,1212,511
control,240,168
control,837,487
control,1229,464
control,1173,496
control,1574,778
control,1088,589
control,2367,590
control,3258,1032
control,1527,496
control,1341,544
control,1694,648
control,1695,753
control,1632,715
control,1900,814
control,2934,990
control,1139,479
control,1773,713
control,2843,875
control,1672,538
control,777,382
control,978,464
control,272,148
control,3054,927
control,145,101
control,1188,540
control,973,410
control,922,505
control,1045,503
control,2778,830
control,2016,819
control,3721,992
control,2585,718
control,1951,603
control,3779,1100
control,1098,485
control,1172,588
control,1273,484
control,5814,1415
control,2549,925
control,1207,519
control,2787,919
control,1279,508
control,2664,783
control,1268,428
control,1413,629
control,1047,448
control,1717,651
control,1723,642
control,1065,536
control,4193,1319
control,1167,520
control,3496,1050
control,2813,876
control,1279,506
control,1918,571
control,1195,582
control,1139,433
control,1257,467
control,1543,578
control,700,359
control,1004,436
control,1347,548
control,1047,435
control,2384,703
control,1933,720
control,1348,456
control,2122,702
control,2793,755
control,1232,451
control,1534,595
control,1876,812
control,1050,499
control,1101,409
control,684,451
control,1093,427
control,1223,562
control,1413,635
control,2325,607
control,522,336
control,2601,1010
control,1748,554
control,1558,716
control,4809,1284
control,635,324
control,2694,892
control,928,572
control,1769,778
control,1590,468
control,865,458
control,2060,572
control,1309,595
control,859,451
control,652,347
control,1922,758
control,2365,833
control,933,506
control,2483,783
control,448,288
control,341,131
control,2046,679
control,1091,575
control,3568,1087
control,233,133
control,179,113
control,1656,649
control,1861,705
control,778,305
control,1413,520
control,4532,1089
control,580,265
control,567,271
control,2418,834
control,1232,502
control,3785,1131
control,1803,612
control,1603,546
control,546,322
control,1425,592
control,1238,484
control,796,392
control,793,368
control,901,466
control,3093,1074
control,787,358
control,2586,757
control,1535,513
control,1541,638
control,1321,525
control,5260,1464
control,1218,431
control,1485,556
control,301,202
control,1186,465
control,2021,638
control,672,281
control,1676,597
control,1923,671
control,226,166
control,5941,1507
control,947,395
control,3678,872
control,1105,557
control,1516,593
control,1197,465
control,552,259
control,156,109
control,721,387
control,4876,1210
control,1961,759
control,1493,550
control,552,318
control,1271,670
control,3290,869
control,2171,835
control,1453,758
control,1784,662
control,1989,707
control,1458,567
control,496,330
control,3318,1027
control,950,495
control,3898,1227
control,1360,521
control,1384,636
control,1343,532
control,1549,562
control,3254,975
control,1100,443
control,1284,574
control,5586,1256
control,2634,877
control,827,366
control,1288,521
control,3637,867
control,785,339
control,1361,732
control,1270,488
control,1480,609
control,1506,594
control,2006,832
control,2133,827
control,968,430
control,1582,575
control,3003,856
control,1387,535
control,433,275
control,3592,941
control,1003,430
control,1232,449
control,1248,479
control,1531,514
control,2305,862
control,1094,536
control,1397,450
control,1842,802
control,1201,641
control,1025,455
control,1847,679
control,1100,456
control,3264,1033
control,6040,1385
control,622,361
control,4478,1560
control,571,287
control,3520,973
control,869,356
control,538,304
control,487,183
control,421,224
control,689,398
control,1391,458
control,1280,537
control,859,414
control,649,399
control,1051,460
control,640,348
control,3145,994
control,949,428
control,667,272
control,3176,858
control,894,462
control,1252,458
control,3284,959
control,2632,758
control,3523,939
control,221,128
control,1385,552
control,1437,652
control,1176,416
control,1600,520
control,2936,887
control,1018,447
control,1979,638
control,1344,512
control,1877,748
control,1476,564
control,749,470
control,1344,523
control,1258,512
control,974,358
control,1581,566
control,3369,1022
control,1330,471
control,751,347
control,1519,728
control,1236,521
control,825,508
control,998,354
control,1306,518
control,1772,802
control,2306,754
control,1039,547
control,2806,1091
control,421,152
control,1016,501
control,1238,498
control,1184,475
control,1299,491
control,1457,592
control,2004,579
control,1092,458
control,704,361
control,1165,443
control,3149,847
control,1277,427
control,1816,591
control,3159,745
control,379,197
control,2052,723
control,727,406
control,942,530
control,4116,1047
control,6553,959
control,2541,953
control,2896,853
control,2179,700
control,1717,700
control,3715,1090
control,431,282
control,2566,950
control,606,375
control,1316,555
control,1760,622
control,1617,586
control,3606,1177
control,902,439
control,366,219
control,2999,989
control,975,486
control,1965,652
control,1205,454
control,1477,447
control,851,451
control,1051,433
control,1740,716
control,889,329
control,2172,651
control,1506,607
control,1183,363
control,3719,1168
control,1038,288
control,1306,614
control,1064,403
control,3001,982
control,613,308
control,1110,509
control,1191,541
control,797,397
control,3423,1138
control,1700,605
control,1164,492
control,906,416
control,4541,1148
control,1201,578
control,2026,684
control,1534,456
control,766,331
control,1291,557
control,787,449
control,1665,671
control,2909,1111
control,2047,737
control,1116,472
control,539,314
control,1120,474
control,1622,600
control,1956,714
control,1261,530
control,2342,1186
control,1455,543
control,1297,527
control,2355,814
control,1209,554
control,1643,606
control,1449,538
control,1386,506
control,1158,415
control,1928,652
control,1052,527
control,3301,940
control,1125,504
control,5119,1482
control,320,118
control,1141,479
control,1372,440
control,4364,1157
control,1187,457
control,4472,1335
control,2741,956
control,674,320
control,1155,523
control,5968,1393
control,1104,412
control,709,432
control,2097,637
control,852,429
control,812,387
control,3187,839
control,3815,1128
control,1554,510
control,771,385
control,1745,731
control,956,441
control,1210,510
control,797,487
control,1233,548
control,314,184
control,2485,712
control,1407,504
control,2114,810
control,1424,707
control,1258,520
control,1201,473
control,1349,552
control,2318,689
control,1486,546
control,1369,548
control,2221,841
control,1598,576
control,1943,747
control,3543,958
control,2163,895
control,1463,589
control,955,401
control,988,409
control,1743,595
control,916,463
control,1178,561
control,2333,719
control,3661,1125
control,2055,870
control,3360,848
control,926,409
control,1034,452
control,923,420
control,1223,494
control,222,129
control,2183,786
control,1152,629
control,1214,504
control,688,369
control,1090,604
control,1617,667
control,1700,550
control,2203,884
control,1154,441
control,943,410
control,953,449
control,767,400
control,854,486
control,841,344
control,1210,421
control,1294,544
control,1333,464
control,4117,1243
control,1225,557
control,1212,548
control,4137,1220
control,1780,799
control,769,425
control,1163,429
control,1584,559
control,376,243
control,1397,532
control,1157,455
control,1144,461
control,766,377
control,1584,542
control,2234,843
control,2352,912
control,552,264
control,1499,620
control,1197,502
control,3128,879
control,950,417
control,137,103
control,890,500
control,988,385
control,2175,632
control,3239,808
control,626,289
control,3569,920
control,3102,823
control,1051,576
control,2666,880
control,715,324
control,2938,901
control,1166,463
control,1776,613
control,459,280
control,299,186
control,1234,448
control,831,368
control,1344,543
control,1802,612
control,1279,525
control,2280,795
control,1485,678
control,961,441
control,1006,430
control,758,417
control,1180,556
control,868,480
control,1580,795
control,1421,728
control,1789,554
control,2184,685
control,751,351
control,1532,638
control,508,207
control,1463,559
control,3259,1054
control,1768,690
control,1061,460
control,1011,617
control,891,557
control,2336,636
control,2514,832
control,215,111
control,1442,523
control,1133,538
control,2966,1100
control,1187,483
control,1388,579
control,1162,490
control,961,399
control,2988,928
control,546,380
control,663,397
control,216,157
control,1275,657
control,1681,667
control,1155,514
control,2993,838
control,1066,460
control,660,311
control,2279,817
control,1076,494
control,1258,463
control,1476,598
control,1058,488
control,173,111
control,1477,583
control,1450,491
control,1580,489
control,1324,543
control,1545,637
control,255,193
control,1341,569
control,1192,549
control,2022,739
control,2719,920
control,772,365
control,842,442
control,1257,595
control,1157,520
control,1552,617
control,1201,634
control,2988,870
control,2641,876
control,1247,537
control,1458,597
control,1408,532
control,962,407
control,1649,622
control,792,450
control,978,425
control,3729,1210
control,998,345
control,1793,544
control,1137,620
control,1916,672
control,816,472
control,3698,1414
control,573,306
control,2521,844
control,990,363
control,1285,630
control,1751,590
control,839,436
control,400,266
control,1209,679
control,2147,764
control,1576,736
control,899,476
control,1310,586
control,1836,749
control,1167,546
control,933,449
control,1587,713
control,717,327
control,3208,1127
control,3843,1152
control,1163,459
control,684,330
control,2695,758
control,1974,546
control,532,272
control,1436,521
control,1212,571
control,3900,1122
control,2574,895
control,1320,505
control,2937,974
control,886,429
control,1279,525
control,3751,1110
control,4054,1209
control,2035,605
control,1281,457
control,446,233
control,3261,827
control,2138,604
control,3765,1196
control,2178,822
control,3315,1023
control,630,296
control,2295,810
control,2858,833
control,742,374
control,1189,473
control,2704,893
control,1931,843
control,983,526
control,1644,735
